Date,Unemployment Rate,State,varb,Real Per Capita Personal Income
2019-01-01,3.6,AL,Unemployment Rate,
2019-02-01,3.5,AL,Unemployment Rate,
2019-03-01,3.3,AL,Unemployment Rate,
2019-04-01,3.2,AL,Unemployment Rate,
2019-05-01,3.0,AL,Unemployment Rate,
2019-06-01,2.9,AL,Unemployment Rate,
2019-07-01,2.8,AL,Unemployment Rate,
2019-08-01,2.8,AL,Unemployment Rate,
2019-09-01,2.7,AL,Unemployment Rate,
2019-10-01,2.7,AL,Unemployment Rate,
2019-11-01,2.7,AL,Unemployment Rate,
2019-12-01,2.7,AL,Unemployment Rate,
2020-01-01,2.7,AL,Unemployment Rate,
2020-02-01,2.7,AL,Unemployment Rate,
2020-03-01,3.0,AL,Unemployment Rate,
2020-04-01,13.8,AL,Unemployment Rate,
2020-05-01,9.6,AL,Unemployment Rate,
2020-06-01,7.6,AL,Unemployment Rate,
2020-07-01,7.9,AL,Unemployment Rate,
2020-08-01,5.6,AL,Unemployment Rate,
2020-09-01,6.7,AL,Unemployment Rate,
2020-10-01,5.8,AL,Unemployment Rate,
2014-01-01,,AL,Real Per Capita Personal Income,41697.0
2015-01-01,,AL,Real Per Capita Personal Income,43290.0
2016-01-01,,AL,Real Per Capita Personal Income,43922.0
2017-01-01,,AL,Real Per Capita Personal Income,44545.0
2018-01-01,,AL,Real Per Capita Personal Income,45397.0
2019-01-01,6.1,AK,Unemployment Rate,
2019-02-01,6.1,AK,Unemployment Rate,
2019-03-01,6.1,AK,Unemployment Rate,
2019-04-01,6.1,AK,Unemployment Rate,
2019-05-01,6.2,AK,Unemployment Rate,
2019-06-01,6.2,AK,Unemployment Rate,
2019-07-01,6.2,AK,Unemployment Rate,
2019-08-01,6.2,AK,Unemployment Rate,
2019-09-01,6.2,AK,Unemployment Rate,
2019-10-01,6.1,AK,Unemployment Rate,
2019-11-01,6.1,AK,Unemployment Rate,
2019-12-01,6.1,AK,Unemployment Rate,
2020-01-01,6.0,AK,Unemployment Rate,
2020-02-01,5.8,AK,Unemployment Rate,
2020-03-01,5.2,AK,Unemployment Rate,
2020-04-01,13.5,AK,Unemployment Rate,
2020-05-01,12.7,AK,Unemployment Rate,
2020-06-01,12.4,AK,Unemployment Rate,
2020-07-01,11.6,AK,Unemployment Rate,
2020-08-01,7.4,AK,Unemployment Rate,
2020-09-01,7.2,AK,Unemployment Rate,
2020-10-01,5.9,AK,Unemployment Rate,
2014-01-01,,AK,Real Per Capita Personal Income,51144.0
2015-01-01,,AK,Real Per Capita Personal Income,53048.0
2016-01-01,,AK,Real Per Capita Personal Income,51069.0
2017-01-01,,AK,Real Per Capita Personal Income,51243.0
2018-01-01,,AK,Real Per Capita Personal Income,52816.0
2019-01-01,4.9,AZ,Unemployment Rate,
2019-02-01,4.9,AZ,Unemployment Rate,
2019-03-01,4.8,AZ,Unemployment Rate,
2019-04-01,4.8,AZ,Unemployment Rate,
2019-05-01,4.8,AZ,Unemployment Rate,
2019-06-01,4.8,AZ,Unemployment Rate,
2019-07-01,4.7,AZ,Unemployment Rate,
2019-08-01,4.6,AZ,Unemployment Rate,
2019-09-01,4.6,AZ,Unemployment Rate,
2019-10-01,4.5,AZ,Unemployment Rate,
2019-11-01,4.5,AZ,Unemployment Rate,
2019-12-01,4.5,AZ,Unemployment Rate,
2020-01-01,4.5,AZ,Unemployment Rate,
2020-02-01,4.5,AZ,Unemployment Rate,
2020-03-01,6.1,AZ,Unemployment Rate,
2020-04-01,13.4,AZ,Unemployment Rate,
2020-05-01,9.0,AZ,Unemployment Rate,
2020-06-01,10.0,AZ,Unemployment Rate,
2020-07-01,10.7,AZ,Unemployment Rate,
2020-08-01,5.9,AZ,Unemployment Rate,
2020-09-01,6.5,AZ,Unemployment Rate,
2020-10-01,8.0,AZ,Unemployment Rate,
2014-01-01,,AZ,Real Per Capita Personal Income,38818.0
2015-01-01,,AZ,Real Per Capita Personal Income,40181.0
2016-01-01,,AZ,Real Per Capita Personal Income,40963.0
2017-01-01,,AZ,Real Per Capita Personal Income,41949.0
2018-01-01,,AZ,Real Per Capita Personal Income,42742.0
2019-01-01,3.6,AR,Unemployment Rate,
2019-02-01,3.6,AR,Unemployment Rate,
2019-03-01,3.5,AR,Unemployment Rate,
2019-04-01,3.5,AR,Unemployment Rate,
2019-05-01,3.5,AR,Unemployment Rate,
2019-06-01,3.6,AR,Unemployment Rate,
2019-07-01,3.6,AR,Unemployment Rate,
2019-08-01,3.6,AR,Unemployment Rate,
2019-09-01,3.6,AR,Unemployment Rate,
2019-10-01,3.5,AR,Unemployment Rate,
2019-11-01,3.5,AR,Unemployment Rate,
2019-12-01,3.5,AR,Unemployment Rate,
2020-01-01,3.5,AR,Unemployment Rate,
2020-02-01,3.5,AR,Unemployment Rate,
2020-03-01,5.0,AR,Unemployment Rate,
2020-04-01,10.8,AR,Unemployment Rate,
2020-05-01,9.6,AR,Unemployment Rate,
2020-06-01,8.1,AR,Unemployment Rate,
2020-07-01,7.1,AR,Unemployment Rate,
2020-08-01,7.4,AR,Unemployment Rate,
2020-09-01,7.2,AR,Unemployment Rate,
2020-10-01,6.2,AR,Unemployment Rate,
2014-01-01,,AR,Real Per Capita Personal Income,42888.0
2015-01-01,,AR,Real Per Capita Personal Income,43797.0
2016-01-01,,AR,Real Per Capita Personal Income,44611.0
2017-01-01,,AR,Real Per Capita Personal Income,45655.0
2018-01-01,,AR,Real Per Capita Personal Income,47158.0
2019-01-01,4.3,CA,Unemployment Rate,
2019-02-01,4.3,CA,Unemployment Rate,
2019-03-01,4.2,CA,Unemployment Rate,
2019-04-01,4.2,CA,Unemployment Rate,
2019-05-01,4.1,CA,Unemployment Rate,
2019-06-01,4.0,CA,Unemployment Rate,
2019-07-01,4.0,CA,Unemployment Rate,
2019-08-01,3.9,CA,Unemployment Rate,
2019-09-01,3.9,CA,Unemployment Rate,
2019-10-01,3.9,CA,Unemployment Rate,
2019-11-01,3.9,CA,Unemployment Rate,
2019-12-01,3.9,CA,Unemployment Rate,
2020-01-01,3.9,CA,Unemployment Rate,
2020-02-01,3.9,CA,Unemployment Rate,
2020-03-01,5.5,CA,Unemployment Rate,
2020-04-01,16.4,CA,Unemployment Rate,
2020-05-01,16.4,CA,Unemployment Rate,
2020-06-01,14.9,CA,Unemployment Rate,
2020-07-01,13.5,CA,Unemployment Rate,
2020-08-01,11.2,CA,Unemployment Rate,
2020-09-01,11.1,CA,Unemployment Rate,
2020-10-01,9.3,CA,Unemployment Rate,
2014-01-01,,CA,Real Per Capita Personal Income,44859.0
2015-01-01,,CA,Real Per Capita Personal Income,47694.0
2016-01-01,,CA,Real Per Capita Personal Income,48579.0
2017-01-01,,CA,Real Per Capita Personal Income,49609.0
2018-01-01,,CA,Real Per Capita Personal Income,51274.0
2019-01-01,3.2,CO,Unemployment Rate,
2019-02-01,3.1,CO,Unemployment Rate,
2019-03-01,3.0,CO,Unemployment Rate,
2019-04-01,2.9,CO,Unemployment Rate,
2019-05-01,2.8,CO,Unemployment Rate,
2019-06-01,2.7,CO,Unemployment Rate,
2019-07-01,2.7,CO,Unemployment Rate,
2019-08-01,2.6,CO,Unemployment Rate,
2019-09-01,2.6,CO,Unemployment Rate,
2019-10-01,2.5,CO,Unemployment Rate,
2019-11-01,2.5,CO,Unemployment Rate,
2019-12-01,2.5,CO,Unemployment Rate,
2020-01-01,2.5,CO,Unemployment Rate,
2020-02-01,2.5,CO,Unemployment Rate,
2020-03-01,5.2,CO,Unemployment Rate,
2020-04-01,12.2,CO,Unemployment Rate,
2020-05-01,10.2,CO,Unemployment Rate,
2020-06-01,10.6,CO,Unemployment Rate,
2020-07-01,7.4,CO,Unemployment Rate,
2020-08-01,6.7,CO,Unemployment Rate,
2020-09-01,6.4,CO,Unemployment Rate,
2020-10-01,6.4,CO,Unemployment Rate,
2014-01-01,,CO,Real Per Capita Personal Income,48431.0
2015-01-01,,CO,Real Per Capita Personal Income,49579.0
2016-01-01,,CO,Real Per Capita Personal Income,49564.0
2017-01-01,,CO,Real Per Capita Personal Income,51345.0
2018-01-01,,CO,Real Per Capita Personal Income,53315.0
2019-01-01,3.8,CT,Unemployment Rate,
2019-02-01,3.8,CT,Unemployment Rate,
2019-03-01,3.7,CT,Unemployment Rate,
2019-04-01,3.7,CT,Unemployment Rate,
2019-05-01,3.7,CT,Unemployment Rate,
2019-06-01,3.7,CT,Unemployment Rate,
2019-07-01,3.7,CT,Unemployment Rate,
2019-08-01,3.7,CT,Unemployment Rate,
2019-09-01,3.7,CT,Unemployment Rate,
2019-10-01,3.8,CT,Unemployment Rate,
2019-11-01,3.8,CT,Unemployment Rate,
2019-12-01,3.8,CT,Unemployment Rate,
2020-01-01,3.7,CT,Unemployment Rate,
2020-02-01,3.8,CT,Unemployment Rate,
2020-03-01,3.4,CT,Unemployment Rate,
2020-04-01,8.3,CT,Unemployment Rate,
2020-05-01,9.6,CT,Unemployment Rate,
2020-06-01,10.1,CT,Unemployment Rate,
2020-07-01,10.2,CT,Unemployment Rate,
2020-08-01,8.1,CT,Unemployment Rate,
2020-09-01,7.7,CT,Unemployment Rate,
2020-10-01,6.1,CT,Unemployment Rate,
2014-01-01,,CT,Real Per Capita Personal Income,59609.0
2015-01-01,,CT,Real Per Capita Personal Income,61219.0
2016-01-01,,CT,Real Per Capita Personal Income,62658.0
2017-01-01,,CT,Real Per Capita Personal Income,64045.0
2018-01-01,,CT,Real Per Capita Personal Income,66978.0
2019-01-01,3.5,DE,Unemployment Rate,
2019-02-01,3.5,DE,Unemployment Rate,
2019-03-01,3.6,DE,Unemployment Rate,
2019-04-01,3.6,DE,Unemployment Rate,
2019-05-01,3.7,DE,Unemployment Rate,
2019-06-01,3.7,DE,Unemployment Rate,
2019-07-01,3.8,DE,Unemployment Rate,
2019-08-01,3.9,DE,Unemployment Rate,
2019-09-01,3.9,DE,Unemployment Rate,
2019-10-01,4.0,DE,Unemployment Rate,
2019-11-01,4.0,DE,Unemployment Rate,
2019-12-01,4.0,DE,Unemployment Rate,
2020-01-01,4.0,DE,Unemployment Rate,
2020-02-01,3.9,DE,Unemployment Rate,
2020-03-01,5.0,DE,Unemployment Rate,
2020-04-01,14.9,DE,Unemployment Rate,
2020-05-01,15.9,DE,Unemployment Rate,
2020-06-01,12.6,DE,Unemployment Rate,
2020-07-01,10.5,DE,Unemployment Rate,
2020-08-01,8.9,DE,Unemployment Rate,
2020-09-01,8.3,DE,Unemployment Rate,
2020-10-01,5.6,DE,Unemployment Rate,
2014-01-01,,DE,Real Per Capita Personal Income,44295.0
2015-01-01,,DE,Real Per Capita Personal Income,46637.0
2016-01-01,,DE,Real Per Capita Personal Income,46749.0
2017-01-01,,DE,Real Per Capita Personal Income,47714.0
2018-01-01,,DE,Real Per Capita Personal Income,49436.0
2019-01-01,3.4,FL,Unemployment Rate,
2019-02-01,3.4,FL,Unemployment Rate,
2019-03-01,3.4,FL,Unemployment Rate,
2019-04-01,3.3,FL,Unemployment Rate,
2019-05-01,3.2,FL,Unemployment Rate,
2019-06-01,3.2,FL,Unemployment Rate,
2019-07-01,3.1,FL,Unemployment Rate,
2019-08-01,3.0,FL,Unemployment Rate,
2019-09-01,2.9,FL,Unemployment Rate,
2019-10-01,2.9,FL,Unemployment Rate,
2019-11-01,2.8,FL,Unemployment Rate,
2019-12-01,2.9,FL,Unemployment Rate,
2020-01-01,2.8,FL,Unemployment Rate,
2020-02-01,2.8,FL,Unemployment Rate,
2020-03-01,4.4,FL,Unemployment Rate,
2020-04-01,13.8,FL,Unemployment Rate,
2020-05-01,13.7,FL,Unemployment Rate,
2020-06-01,10.3,FL,Unemployment Rate,
2020-07-01,11.4,FL,Unemployment Rate,
2020-08-01,7.3,FL,Unemployment Rate,
2020-09-01,7.2,FL,Unemployment Rate,
2020-10-01,6.5,FL,Unemployment Rate,
2014-01-01,,FL,Real Per Capita Personal Income,42273.0
2015-01-01,,FL,Real Per Capita Personal Income,44275.0
2016-01-01,,FL,Real Per Capita Personal Income,44044.0
2017-01-01,,FL,Real Per Capita Personal Income,45295.0
2018-01-01,,FL,Real Per Capita Personal Income,46346.0
2019-01-01,3.8,GA,Unemployment Rate,
2019-02-01,3.7,GA,Unemployment Rate,
2019-03-01,3.7,GA,Unemployment Rate,
2019-04-01,3.6,GA,Unemployment Rate,
2019-05-01,3.6,GA,Unemployment Rate,
2019-06-01,3.5,GA,Unemployment Rate,
2019-07-01,3.4,GA,Unemployment Rate,
2019-08-01,3.3,GA,Unemployment Rate,
2019-09-01,3.2,GA,Unemployment Rate,
2019-10-01,3.2,GA,Unemployment Rate,
2019-11-01,3.1,GA,Unemployment Rate,
2019-12-01,3.1,GA,Unemployment Rate,
2020-01-01,3.1,GA,Unemployment Rate,
2020-02-01,3.1,GA,Unemployment Rate,
2020-03-01,4.6,GA,Unemployment Rate,
2020-04-01,12.6,GA,Unemployment Rate,
2020-05-01,9.4,GA,Unemployment Rate,
2020-06-01,7.6,GA,Unemployment Rate,
2020-07-01,7.6,GA,Unemployment Rate,
2020-08-01,5.7,GA,Unemployment Rate,
2020-09-01,6.3,GA,Unemployment Rate,
2020-10-01,4.5,GA,Unemployment Rate,
2014-01-01,,GA,Real Per Capita Personal Income,42124.0
2015-01-01,,GA,Real Per Capita Personal Income,43680.0
2016-01-01,,GA,Real Per Capita Personal Income,44400.0
2017-01-01,,GA,Real Per Capita Personal Income,45479.0
2018-01-01,,GA,Real Per Capita Personal Income,46471.0
2019-01-01,2.8,HI,Unemployment Rate,
2019-02-01,2.8,HI,Unemployment Rate,
2019-03-01,2.8,HI,Unemployment Rate,
2019-04-01,2.7,HI,Unemployment Rate,
2019-05-01,2.7,HI,Unemployment Rate,
2019-06-01,2.7,HI,Unemployment Rate,
2019-07-01,2.7,HI,Unemployment Rate,
2019-08-01,2.7,HI,Unemployment Rate,
2019-09-01,2.7,HI,Unemployment Rate,
2019-10-01,2.7,HI,Unemployment Rate,
2019-11-01,2.6,HI,Unemployment Rate,
2019-12-01,2.7,HI,Unemployment Rate,
2020-01-01,2.7,HI,Unemployment Rate,
2020-02-01,2.7,HI,Unemployment Rate,
2020-03-01,2.4,HI,Unemployment Rate,
2020-04-01,23.8,HI,Unemployment Rate,
2020-05-01,23.5,HI,Unemployment Rate,
2020-06-01,13.4,HI,Unemployment Rate,
2020-07-01,13.5,HI,Unemployment Rate,
2020-08-01,13.0,HI,Unemployment Rate,
2020-09-01,15.0,HI,Unemployment Rate,
2020-10-01,14.3,HI,Unemployment Rate,
2014-01-01,,HI,Real Per Capita Personal Income,38887.0
2015-01-01,,HI,Real Per Capita Personal Income,40374.0
2016-01-01,,HI,Real Per Capita Personal Income,41394.0
2017-01-01,,HI,Real Per Capita Personal Income,42381.0
2018-01-01,,HI,Real Per Capita Personal Income,43595.0
2019-01-01,2.9,ID,Unemployment Rate,
2019-02-01,2.9,ID,Unemployment Rate,
2019-03-01,2.9,ID,Unemployment Rate,
2019-04-01,2.9,ID,Unemployment Rate,
2019-05-01,2.9,ID,Unemployment Rate,
2019-06-01,2.9,ID,Unemployment Rate,
2019-07-01,2.9,ID,Unemployment Rate,
2019-08-01,2.9,ID,Unemployment Rate,
2019-09-01,2.9,ID,Unemployment Rate,
2019-10-01,2.9,ID,Unemployment Rate,
2019-11-01,2.9,ID,Unemployment Rate,
2019-12-01,2.9,ID,Unemployment Rate,
2020-01-01,2.8,ID,Unemployment Rate,
2020-02-01,2.7,ID,Unemployment Rate,
2020-03-01,2.5,ID,Unemployment Rate,
2020-04-01,11.8,ID,Unemployment Rate,
2020-05-01,9.0,ID,Unemployment Rate,
2020-06-01,5.8,ID,Unemployment Rate,
2020-07-01,5.1,ID,Unemployment Rate,
2020-08-01,4.2,ID,Unemployment Rate,
2020-09-01,6.1,ID,Unemployment Rate,
2020-10-01,5.5,ID,Unemployment Rate,
2014-01-01,,ID,Real Per Capita Personal Income,39438.0
2015-01-01,,ID,Real Per Capita Personal Income,41547.0
2016-01-01,,ID,Real Per Capita Personal Income,42535.0
2017-01-01,,ID,Real Per Capita Personal Income,43272.0
2018-01-01,,ID,Real Per Capita Personal Income,44193.0
2019-01-01,4.4,IL,Unemployment Rate,
2019-02-01,4.3,IL,Unemployment Rate,
2019-03-01,4.3,IL,Unemployment Rate,
2019-04-01,4.2,IL,Unemployment Rate,
2019-05-01,4.1,IL,Unemployment Rate,
2019-06-01,4.0,IL,Unemployment Rate,
2019-07-01,3.9,IL,Unemployment Rate,
2019-08-01,3.8,IL,Unemployment Rate,
2019-09-01,3.7,IL,Unemployment Rate,
2019-10-01,3.7,IL,Unemployment Rate,
2019-11-01,3.7,IL,Unemployment Rate,
2019-12-01,3.7,IL,Unemployment Rate,
2020-01-01,3.5,IL,Unemployment Rate,
2020-02-01,3.4,IL,Unemployment Rate,
2020-03-01,4.2,IL,Unemployment Rate,
2020-04-01,17.2,IL,Unemployment Rate,
2020-05-01,15.3,IL,Unemployment Rate,
2020-06-01,14.5,IL,Unemployment Rate,
2020-07-01,11.5,IL,Unemployment Rate,
2020-08-01,11.0,IL,Unemployment Rate,
2020-09-01,10.4,IL,Unemployment Rate,
2020-10-01,6.8,IL,Unemployment Rate,
2014-01-01,,IL,Real Per Capita Personal Income,48528.0
2015-01-01,,IL,Real Per Capita Personal Income,50622.0
2016-01-01,,IL,Real Per Capita Personal Income,51086.0
2017-01-01,,IL,Real Per Capita Personal Income,51926.0
2018-01-01,,IL,Real Per Capita Personal Income,53893.0
2019-01-01,3.6,IN,Unemployment Rate,
2019-02-01,3.5,IN,Unemployment Rate,
2019-03-01,3.5,IN,Unemployment Rate,
2019-04-01,3.4,IN,Unemployment Rate,
2019-05-01,3.3,IN,Unemployment Rate,
2019-06-01,3.3,IN,Unemployment Rate,
2019-07-01,3.2,IN,Unemployment Rate,
2019-08-01,3.2,IN,Unemployment Rate,
2019-09-01,3.2,IN,Unemployment Rate,
2019-10-01,3.2,IN,Unemployment Rate,
2019-11-01,3.2,IN,Unemployment Rate,
2019-12-01,3.2,IN,Unemployment Rate,
2020-01-01,3.1,IN,Unemployment Rate,
2020-02-01,3.1,IN,Unemployment Rate,
2020-03-01,3.0,IN,Unemployment Rate,
2020-04-01,17.5,IN,Unemployment Rate,
2020-05-01,12.3,IN,Unemployment Rate,
2020-06-01,11.1,IN,Unemployment Rate,
2020-07-01,7.9,IN,Unemployment Rate,
2020-08-01,6.4,IN,Unemployment Rate,
2020-09-01,6.3,IN,Unemployment Rate,
2020-10-01,5.0,IN,Unemployment Rate,
2014-01-01,,IN,Real Per Capita Personal Income,44062.0
2015-01-01,,IN,Real Per Capita Personal Income,45995.0
2016-01-01,,IN,Real Per Capita Personal Income,46981.0
2017-01-01,,IN,Real Per Capita Personal Income,47761.0
2018-01-01,,IN,Real Per Capita Personal Income,48997.0
2019-01-01,2.7,IA,Unemployment Rate,
2019-02-01,2.7,IA,Unemployment Rate,
2019-03-01,2.7,IA,Unemployment Rate,
2019-04-01,2.7,IA,Unemployment Rate,
2019-05-01,2.7,IA,Unemployment Rate,
2019-06-01,2.7,IA,Unemployment Rate,
2019-07-01,2.7,IA,Unemployment Rate,
2019-08-01,2.8,IA,Unemployment Rate,
2019-09-01,2.8,IA,Unemployment Rate,
2019-10-01,2.8,IA,Unemployment Rate,
2019-11-01,2.8,IA,Unemployment Rate,
2019-12-01,2.8,IA,Unemployment Rate,
2020-01-01,2.8,IA,Unemployment Rate,
2020-02-01,2.8,IA,Unemployment Rate,
2020-03-01,3.3,IA,Unemployment Rate,
2020-04-01,11.0,IA,Unemployment Rate,
2020-05-01,10.2,IA,Unemployment Rate,
2020-06-01,8.4,IA,Unemployment Rate,
2020-07-01,6.8,IA,Unemployment Rate,
2020-08-01,6.3,IA,Unemployment Rate,
2020-09-01,4.8,IA,Unemployment Rate,
2020-10-01,3.6,IA,Unemployment Rate,
2014-01-01,,IA,Real Per Capita Personal Income,48301.0
2015-01-01,,IA,Real Per Capita Personal Income,49974.0
2016-01-01,,IA,Real Per Capita Personal Income,49742.0
2017-01-01,,IA,Real Per Capita Personal Income,50003.0
2018-01-01,,IA,Real Per Capita Personal Income,52288.0
2019-01-01,3.3,KS,Unemployment Rate,
2019-02-01,3.3,KS,Unemployment Rate,
2019-03-01,3.2,KS,Unemployment Rate,
2019-04-01,3.2,KS,Unemployment Rate,
2019-05-01,3.1,KS,Unemployment Rate,
2019-06-01,3.1,KS,Unemployment Rate,
2019-07-01,3.1,KS,Unemployment Rate,
2019-08-01,3.1,KS,Unemployment Rate,
2019-09-01,3.1,KS,Unemployment Rate,
2019-10-01,3.1,KS,Unemployment Rate,
2019-11-01,3.1,KS,Unemployment Rate,
2019-12-01,3.1,KS,Unemployment Rate,
2020-01-01,3.1,KS,Unemployment Rate,
2020-02-01,3.1,KS,Unemployment Rate,
2020-03-01,2.8,KS,Unemployment Rate,
2020-04-01,11.9,KS,Unemployment Rate,
2020-05-01,10.0,KS,Unemployment Rate,
2020-06-01,7.5,KS,Unemployment Rate,
2020-07-01,7.2,KS,Unemployment Rate,
2020-08-01,6.9,KS,Unemployment Rate,
2020-09-01,5.9,KS,Unemployment Rate,
2020-10-01,5.3,KS,Unemployment Rate,
2014-01-01,,KS,Real Per Capita Personal Income,50253.0
2015-01-01,,KS,Real Per Capita Personal Income,51104.0
2016-01-01,,KS,Real Per Capita Personal Income,50826.0
2017-01-01,,KS,Real Per Capita Personal Income,51468.0
2018-01-01,,KS,Real Per Capita Personal Income,53125.0
2019-01-01,4.2,KY,Unemployment Rate,
2019-02-01,4.2,KY,Unemployment Rate,
2019-03-01,4.2,KY,Unemployment Rate,
2019-04-01,4.3,KY,Unemployment Rate,
2019-05-01,4.3,KY,Unemployment Rate,
2019-06-01,4.3,KY,Unemployment Rate,
2019-07-01,4.3,KY,Unemployment Rate,
2019-08-01,4.3,KY,Unemployment Rate,
2019-09-01,4.3,KY,Unemployment Rate,
2019-10-01,4.3,KY,Unemployment Rate,
2019-11-01,4.3,KY,Unemployment Rate,
2019-12-01,4.3,KY,Unemployment Rate,
2020-01-01,4.3,KY,Unemployment Rate,
2020-02-01,4.2,KY,Unemployment Rate,
2020-03-01,5.2,KY,Unemployment Rate,
2020-04-01,16.6,KY,Unemployment Rate,
2020-05-01,10.9,KY,Unemployment Rate,
2020-06-01,4.4,KY,Unemployment Rate,
2020-07-01,4.5,KY,Unemployment Rate,
2020-08-01,7.5,KY,Unemployment Rate,
2020-09-01,5.6,KY,Unemployment Rate,
2020-10-01,7.4,KY,Unemployment Rate,
2014-01-01,,KY,Real Per Capita Personal Income,41479.0
2015-01-01,,KY,Real Per Capita Personal Income,42863.0
2016-01-01,,KY,Real Per Capita Personal Income,43679.0
2017-01-01,,KY,Real Per Capita Personal Income,44431.0
2018-01-01,,KY,Real Per Capita Personal Income,44959.0
2019-01-01,4.7,LA,Unemployment Rate,
2019-02-01,4.6,LA,Unemployment Rate,
2019-03-01,4.5,LA,Unemployment Rate,
2019-04-01,4.5,LA,Unemployment Rate,
2019-05-01,4.5,LA,Unemployment Rate,
2019-06-01,4.6,LA,Unemployment Rate,
2019-07-01,4.7,LA,Unemployment Rate,
2019-08-01,4.9,LA,Unemployment Rate,
2019-09-01,5.1,LA,Unemployment Rate,
2019-10-01,5.2,LA,Unemployment Rate,
2019-11-01,5.2,LA,Unemployment Rate,
2019-12-01,5.2,LA,Unemployment Rate,
2020-01-01,5.3,LA,Unemployment Rate,
2020-02-01,5.2,LA,Unemployment Rate,
2020-03-01,6.7,LA,Unemployment Rate,
2020-04-01,15.1,LA,Unemployment Rate,
2020-05-01,14.2,LA,Unemployment Rate,
2020-06-01,9.5,LA,Unemployment Rate,
2020-07-01,9.4,LA,Unemployment Rate,
2020-08-01,7.7,LA,Unemployment Rate,
2020-09-01,8.0,LA,Unemployment Rate,
2020-10-01,9.4,LA,Unemployment Rate,
2014-01-01,,LA,Real Per Capita Personal Income,45732.0
2015-01-01,,LA,Real Per Capita Personal Income,46218.0
2016-01-01,,LA,Real Per Capita Personal Income,45812.0
2017-01-01,,LA,Real Per Capita Personal Income,46468.0
2018-01-01,,LA,Real Per Capita Personal Income,48178.0
2019-01-01,3.2,ME,Unemployment Rate,
2019-02-01,3.2,ME,Unemployment Rate,
2019-03-01,3.1,ME,Unemployment Rate,
2019-04-01,3.1,ME,Unemployment Rate,
2019-05-01,3.0,ME,Unemployment Rate,
2019-06-01,2.9,ME,Unemployment Rate,
2019-07-01,2.9,ME,Unemployment Rate,
2019-08-01,2.9,ME,Unemployment Rate,
2019-09-01,2.9,ME,Unemployment Rate,
2019-10-01,3.0,ME,Unemployment Rate,
2019-11-01,3.0,ME,Unemployment Rate,
2019-12-01,3.0,ME,Unemployment Rate,
2020-01-01,3.1,ME,Unemployment Rate,
2020-02-01,3.2,ME,Unemployment Rate,
2020-03-01,3.0,ME,Unemployment Rate,
2020-04-01,10.4,ME,Unemployment Rate,
2020-05-01,9.4,ME,Unemployment Rate,
2020-06-01,6.7,ME,Unemployment Rate,
2020-07-01,9.9,ME,Unemployment Rate,
2020-08-01,7.0,ME,Unemployment Rate,
2020-09-01,6.1,ME,Unemployment Rate,
2020-10-01,5.4,ME,Unemployment Rate,
2014-01-01,,ME,Real Per Capita Personal Income,41553.0
2015-01-01,,ME,Real Per Capita Personal Income,42816.0
2016-01-01,,ME,Real Per Capita Personal Income,43484.0
2017-01-01,,ME,Real Per Capita Personal Income,44566.0
2018-01-01,,ME,Real Per Capita Personal Income,45381.0
2019-01-01,3.8,MD,Unemployment Rate,
2019-02-01,3.7,MD,Unemployment Rate,
2019-03-01,3.7,MD,Unemployment Rate,
2019-04-01,3.7,MD,Unemployment Rate,
2019-05-01,3.7,MD,Unemployment Rate,
2019-06-01,3.6,MD,Unemployment Rate,
2019-07-01,3.6,MD,Unemployment Rate,
2019-08-01,3.6,MD,Unemployment Rate,
2019-09-01,3.5,MD,Unemployment Rate,
2019-10-01,3.4,MD,Unemployment Rate,
2019-11-01,3.4,MD,Unemployment Rate,
2019-12-01,3.4,MD,Unemployment Rate,
2020-01-01,3.3,MD,Unemployment Rate,
2020-02-01,3.3,MD,Unemployment Rate,
2020-03-01,3.3,MD,Unemployment Rate,
2020-04-01,10.1,MD,Unemployment Rate,
2020-05-01,10.0,MD,Unemployment Rate,
2020-06-01,8.3,MD,Unemployment Rate,
2020-07-01,7.8,MD,Unemployment Rate,
2020-08-01,7.0,MD,Unemployment Rate,
2020-09-01,7.6,MD,Unemployment Rate,
2020-10-01,7.8,MD,Unemployment Rate,
2014-01-01,,MD,Real Per Capita Personal Income,48331.0
2015-01-01,,MD,Real Per Capita Personal Income,50687.0
2016-01-01,,MD,Real Per Capita Personal Income,52193.0
2017-01-01,,MD,Real Per Capita Personal Income,52591.0
2018-01-01,,MD,Real Per Capita Personal Income,54360.0
2019-01-01,3.1,MA,Unemployment Rate,
2019-02-01,3.1,MA,Unemployment Rate,
2019-03-01,3.0,MA,Unemployment Rate,
2019-04-01,3.0,MA,Unemployment Rate,
2019-05-01,2.9,MA,Unemployment Rate,
2019-06-01,2.9,MA,Unemployment Rate,
2019-07-01,2.9,MA,Unemployment Rate,
2019-08-01,2.8,MA,Unemployment Rate,
2019-09-01,2.8,MA,Unemployment Rate,
2019-10-01,2.8,MA,Unemployment Rate,
2019-11-01,2.8,MA,Unemployment Rate,
2019-12-01,2.8,MA,Unemployment Rate,
2020-01-01,2.8,MA,Unemployment Rate,
2020-02-01,2.8,MA,Unemployment Rate,
2020-03-01,2.8,MA,Unemployment Rate,
2020-04-01,16.2,MA,Unemployment Rate,
2020-05-01,16.6,MA,Unemployment Rate,
2020-06-01,17.7,MA,Unemployment Rate,
2020-07-01,16.2,MA,Unemployment Rate,
2020-08-01,11.4,MA,Unemployment Rate,
